 ,Title,genres,original_language,overview,poster_path
865,The Bad Guys,"Animation,Action,Adventure,Crime,Comedy,Family",en,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT90tvNEAr75rp1efNG7ookvCLH7M1cZTi6NF0_daHHGcn7f80rSyuB_4_K_NRF7-8Aj9Pv
866,The Northman,"Action,Adventure,Fantasy",en,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTydfI7RdNsOn1qalX5NlHgnFHHdccksKDdVD8pjdfknpHCs5PZIHScjCPc-NUDSiRUVd1v
867,The Unbearable Weight of Massive Talent,"Action,Comedy,Crime",en,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyQFlVdgnO6paWTr0lRxsTtS2oUro4pKKxr4P0ixbXYysaI54wsvaFBhfwHx-spcgKjmuZKQ
868,Polar Bear,Documentary,en,A new mother’s memories of her own youth prepare her to navigate motherhood in the increasingly challenging world that polar bears face today.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTjJm6aMBqSwcIlNDIOvAhFiUa68vCBEEkkCtwzSupGI7j8KdsAS279-U2Vyr8xKKAyvXuyDA
871,Crush,"Comedy,Romance",en,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQS0GAQP4s3zV8wXzRX1UHKJIMRNBSpCXHCFdKCverhKkcdw7rwl33q5jh9wHO6aOLPclZ8
876,Along for the Ride,"Romance,Drama",en,"The summer before college, Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on nightly quests to help Auden experience the fun, carefree teen life she never knew she wanted.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQuJlOUl8djD79qiOW4GK83jwMmKxz7xVV0kA1jJ8kFMBfScLUqwOUOtexpuU2dqBlPUJPX
877,Marmaduke,"Animation,Family,Comedy,Adventure",en,"Great Dane Marmaduke epitomizes the overgrown lapdog, with an irascible streak and a penchant for mischief that is tempered with a deep sense of love and responsibility for his human family, the Winslows. The new animation is set in the world of elite dog shows, rife divas, rivalries and slapstick comedy.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQiqi1XF-a1i0PzDhoFcSsZEXlCz-Yznp7HUI9-oBNXaqAP3j8yq31Hp1kExxH0Vh7bNaJjrw
1001,Smile,"Horror,Mystery,Thriller",en,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",https://i.pinimg.com/736x/85/b0/8f/85b08ffd6e02093a28eedac6ca4f59d8.jpg
879,Operation Mincemeat,"War,History,Drama",en,"In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTb_Jmtb4PhxCb7V3xBmih51UJx32BUtywpfTqaoaElrHNXxxDr3HVyAjr_cDUWZWiTqRSdKQ
880,Senior Year,Comedy,en,A thirty-seven-year-old woman wakes up from a twenty-year coma and returns to the high school where she was once a popular cheerleader to finish her senior year and become prom queen.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRgyoPsviupi3XRzLliC9KJepYwgoOWYWVWcO3YW5zu_92M1A1Fn1eJaFqhDfK-2t6SG_0O
1024,Bitch Ass,"Horror,Mystery,Thriller",en,"A gang initiation goes wrong when a group of four recruits break into a house of horror, as they're all forced to play deadly games for their lives.",https://m.media-amazon.com/images/M/MV5BOWVjMGRkZDAtNjFlNy00ZWNjLTliZTAtYWUwMWI2YWM2OWZmXkEyXkFqcGc@._V1_.jpg
882,Sneakerella,"Music,Comedy,Family",en,"When El, an aspiring sneaker designer from Queens, meets Kira King, the fiercely independent daughter of legendary basketball star and sneaker tycoon Darius King, sparks fly as the two bond over their mutual affinity for sneakers. With a little nudge from his best friend and a sprinkle of Fairy Godfather magic, El finds the courage to use his talent to pursue his dream of becoming a ‘legit’ sneaker designer in the industry.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS8OXceiy6M0N_x9IKxc3qypcOFSAE0446hk0T--I0Z3MUGWFPG5dmMbf26QKlqq0m3X0IX
883,On the Count of Three,"Comedy,Drama",en,"Val has reached a place where he feels the only way out is to end things. But he considers himself a bit of a failure—his effectiveness lacking—so he figures he could use some help. As luck would have it, Val’s best friend, Kevin, is recovering from a failed suicide attempt, so he seems like the perfect partner for executing this double suicide plan. But before they go, they have some unfinished business to attend to.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcS9Tjik9WX8I3J4E24IVOlDWyijuP6jJuMJSF82r8VEYBov8HMseBoAhsgu9Z4EQMvHB72p
902,Dashcam,"Horror,Thriller",en,"At the start of the pandemic, an indulgent and self-deluded livestreaming improv musician abandons L.A. for London, steals her ex-bandmate's car, and makes the fateful decision to give a ride to an elderly woman who is not what she seems.",https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRfrKIanMeOcbv_5Z_Ul8b-NkAMgBc46reVBOu7xUqpZv1vJJsRt7_VpQiESZHUxoKoJwpyTQ
885,Family Camp,"Comedy,Family",en,"When workaholic Tommy's wife insists that he spend more time with his family, he agrees to sign up for Family Camp. What Tommy didn't count on was being forced to share a yurt at camp with the larger-than-life Sanders family.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjNvKEZltLCJavFoY2kwwL_naPcNNETP2Qcx1Rf6XUpUCvsJ8s-t1UJwzISr1E8jl7bM2U
886,Montana Story,Drama,en,Two estranged siblings return home to the sprawling ranch they once knew and loved in order to care for their ailing father.,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTHv4dpp0cs_0b3Mh-R96rofwyBUQks5lCixWJ9Txjow-eVTJOKXNdcmSY6Tptmw_XHyfD66Q
888,Downton Abbey: A New Era,"Drama,Romance",en,The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa.,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQjAnYcDuWT3LEHMCDV3MUPo751UbIUTd-gJ3YVmjlUw__IfvOmACdRu9WCFuQjkob1sB7r
889,Chip 'n Dale: Rescue Rangers,"Animation,Family,Comedy,Adventure,Mystery",en,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcQPSYjO922TrcFXgrbEYI2CkcBIxX4REl28vm_6qO3Z2c7DwUfwBJPyU6CyAdt4HbZFEywT-w
890,Good Mourning,Comedy,en,Movie star London Clash gets his world turned upside down when he must choose between pursuing his one true love and landing a life-changing starring role in a major motion picture.,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSTVAsirgyEJv97TZXrdl4OqDwCHlYzFcJ1YOs3_LHhva9dZZfjzbLCtKBlCYcA36LKx_RtnA
891,The Valet,"Comedy,Romance",en,"World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos.",https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRRb1M9etMCnzuAk_AfCmorg95LmUZ___3jNJ45RN6wFSqpFvFWUBcjqEz_7hMANDoAXp0C0w
911,Mid-Century,"Horror,Thriller",en,A husband and wife's weekend in a mid-century modern vacation rental turns deadly when the husband discovers the owner is a psychopath with a backyard of buried secrets and designs on his wife.,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSNuHcC59Z2FvYhpkO1O9tVlPtSfN1xIKI-hnTiX0oKEcOsUVDl
894,The Bob's Burgers Movie,"Animation,Adventure,Comedy",en,"When a ruptured water main creates an enormous sinkhole right in front of Bob's Burgers, it blocks the entrance indefinitely and ruins the Belchers’ plans for a successful summer. While Bob and Linda struggle to keep the business afloat, the kids try to solve a mystery that could save their family's restaurant. As the dangers mount, these underdogs help each other find hope and fight to get back behind the counter, where they belong.",https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRzveG6ialbZ0dp0FLI45wh7RzXPQ1XW19c1Jrz9XPhogzW-8cCwNX1OJg0wFihNgW0QqVB
896,Hollywood Stargirl,"Comedy,Romance,Music",en,"When Stargirl's mother is hired as the costume designer on a movie, they relocate to L.A., where Stargirl quickly becomes involved with an eclectic assortment of characters.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRNlsa4WA2XxhLSKNGjAYbh1lKZofjJoLR-KTwSfrKlfIAFV_Mal2ZVeD_F5qclznfSlBxh
897,Crimes of the Future,"Horror,Science Fiction",en,"With his partner Caprice, celebrity performance artist Saul Tenser publicly showcases the metamorphosis of his organs in avant-garde performances. Timlin, an investigator from the National Organ Registry, obsessively tracks their movements, which is when a mysterious group is revealed... Their mission -- to use Saul's notoriety to shed light on the next phase of human evolution.",https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSA3saWb_h4JdlT0wcNXZjs5k38qwuIVgMXrWxNsWwiuEk3euEL7yFN5AnD3n9iIPLiW3yy
898,Benediction,"Drama,History,War",en,"Poet Siegfried Sassoon survived the horrors of fighting in the First World War and was decorated for his bravery, but became a vocal critic of the government's continuation of the war when he returned from service. Adored by members of the aristocracy as well as stars of London's literary and stage world, he embarked on affairs with several men as he attempted to come to terms with his homosexuality.",https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcRuCoZ_2r9vVZk6kKGwRWZaEikEbd1yBcaH3290qyL-1zOMMzBM45nzwzdeIXE6L3RYpI1B
900,Fire Island,"Comedy,Romance",en,A pair of best friends set out to have a legendary week-long summer vacation with the help of cheap rosé and a group of eclectic friends.,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1k9RNBL8uOOB_vFEozCCf8Crnz4mpEzk_VXzaDyQ2EJGE0Cl7KexDPZbGyFDb9dRxk61dgw
